State_abbrev,FIPS,ANSICODE,County,lat,long                                                                                                               
WI,55091,1581106,Pepin County,44.627436,-91.83489
WI,55093,1581107,Pierce County,44.725336,-92.426279
WI,55095,1581108,Polk County,45.462041,-92.447066
WI,55097,1581109,Portage County,44.476246,-89.49807
WI,55099,1581110,Price County,45.679072,-90.35965
WI,55101,1581111,Racine County,42.754123,-87.42084
WI,55103,1581112,Richland County,43.376199,-90.435693
WI,55105,1581113,Rock County,42.66988,-89.075284
WI,55107,1581114,Rusk County,45.472734,-91.136745
WI,55109,1581833,St. Croix County,45.028959,-92.447284
WI,55111,1581115,Sauk County,43.427998,-89.943329
WI,55113,1581116,Sawyer County,45.864913,-91.14713
WI,55115,1581117,Shawano County,44.789641,-88.755813
WI,55117,1581118,Sheboygan County,43.7452,-87.73212
WI,55119,1581119,Taylor County,45.211656,-90.504853
WI,55121,1581120,Trempealeau County,44.30305,-91.358867
WI,55123,1581121,Vernon County,43.599366,-90.821983
WI,55125,1581122,Vilas County,46.049848,-89.501254
WI,55127,1581123,Walworth County,42.66811,-88.541731
WI,55129,1581124,Washburn County,45.892489,-91.796422
WI,55131,1581125,Washington County,43.391156,-88.232917
WI,55133,1581126,Waukesha County,43.018368,-88.30424
WI,55135,1581127,Waupaca County,44.478004,-88.967005
WI,55137,1581128,Waushara County,44.112823,-89.239786
WI,55139,1581129,Winnebago County,44.085707,-88.668149
WI,55141,1581130,Wood County,44.461413,-90.038825
WY,56001,1605066,Albany County,41.665514,-105.721883
WY,56003,1605067,Big Horn County,44.525117,-107.994848
WY,56005,1605068,Campbell County,44.191999,-105.517014
WY,56007,1605069,Carbon County,41.70359,-106.933153
WY,56009,1605070,Converse County,42.974898,-105.505917
WY,56011,1605071,Crook County,44.589266,-104.567298
WY,56013,1605072,Fremont County,43.054831,-108.608935
WY,56015,1605073,Goshen County,42.089455,-104.35354
WY,56017,1605074,Hot Springs County,43.720209,-108.435076
WY,56019,1609191,Johnson County,44.044048,-106.588541
WY,56021,1605075,Laramie County,41.29283,-104.660395
WY,56023,1605076,Lincoln County,42.229993,-110.682961
WY,56025,1605077,Natrona County,42.977645,-106.768219
WY,56027,1605078,Niobrara County,43.062159,-104.468373
WY,56029,1605079,Park County,44.492387,-109.593597
WY,56031,1605080,Platte County,42.131593,-104.953963
WY,56033,1605081,Sheridan County,44.781369,-106.881211
WY,56035,1605082,Sublette County,42.767928,-109.91617
WY,56037,1609192,Sweetwater County,41.660328,-108.875677
WY,56039,1605083,Teton County,44.048662,-110.426072
WY,56041,1605084,Uinta County,41.284726,-110.558947
WY,56043,1605085,Washakie County,43.878831,-107.669052
WY,56045,1605086,Weston County,43.846213,-104.57002
PR,72001,1804480,Adjuntas Municipio,18.181611,-66.758165
PR,72003,1804481,Aguada Municipio,18.375681,-67.183707
PR,72005,1804482,Aguadilla Municipio,18.480191,-67.143762
PR,72007,1804483,Aguas Buenas Municipio,18.256524,-66.128496
PR,72009,1804484,Aibonito Municipio,18.130647,-66.263974
PR,72011,1804485,Añasco Municipio,18.286905,-67.131282
PR,72013,1804486,Arecibo Municipio,18.433923,-66.675055
PR,72015,1804487,Arroyo Municipio,17.97206,-66.041945
PR,72017,1804488,Barceloneta Municipio,18.469989,-66.55823
PR,72019,1804489,Barranquitas Municipio,18.198955,-66.309833
PR,72021,1804490,Bayamón Municipio,18.350866,-66.167693
PR,72023,1804491,Cabo Rojo Municipio,18.008873,-67.209884
PR,72025,1804492,Caguas Municipio,18.211109,-66.050964
PR,72027,1804493,Camuy Municipio,18.445469,-66.863134
PR,72029,1804494,Canóvanas Municipio,18.323585,-65.883206
PR,72031,1804495,Carolina Municipio,18.396776,-65.968778
PR,72033,1804496,Cataño Municipio,18.444614,-66.148819
PR,72035,1804497,Cayey Municipio,18.103624,-66.151667
PR,72037,1804498,Ceiba Municipio,18.273749,-65.530895
PR,72039,1804499,Ciales Municipio,18.295913,-66.515588
PR,72041,1804500,Cidra Municipio,18.174404,-66.161622
PR,72043,1804501,Coamo Municipio,18.1038,-66.357586
PR,72045,1804502,Comerío Municipio,18.225032,-66.219481
PR,72047,1804503,Corozal Municipio,18.30391,-66.326179
PR,72049,1804504,Culebra Municipio,18.326599,-65.30772
PR,72051,1804505,Dorado Municipio,18.472661,-66.259585
PR,72053,1804506,Fajardo Municipio,18.386378,-65.588454
PR,72054,1804507,Florida Municipio,18.369006,-66.561219
PR,72055,1804508,Guánica Municipio,17.948052,-66.922989
PR,72057,1804509,Guayama Municipio,17.973929,-66.137467
PR,72059,1804510,Guayanilla Municipio,18.005263,-66.798356
PR,72061,1804511,Guaynabo Municipio,18.344357,-66.114056
PR,72063,1804512,Gurabo Municipio,18.272581,-65.981177
PR,72065,1804513,Hatillo Municipio,18.441141,-66.79821
PR,72067,1804514,Hormigueros Municipio,18.134695,-67.116199
PR,72069,1804515,Humacao Municipio,18.135403,-65.786229
PR,72071,1804516,Isabela Municipio,18.48517,-67.013463
PR,72073,1804517,Jayuya Municipio,18.211152,-66.58687
PR,72075,1804518,Juana Díaz Municipio,17.997974,-66.490496
PR,72077,1804519,Juncos Municipio,18.224133,-65.908542
PR,72079,1804520,Lajas Municipio,17.978511,-67.040111
PR,72081,1804521,Lares Municipio,18.277102,-66.869645
PR,72083,1804522,Las Marías Municipio,18.227594,-66.97758
PR,72085,1804523,Las Piedras Municipio,18.187148,-65.871189
PR,72087,1804524,Loíza Municipio,18.475039,-65.90328
PR,72089,1804525,Luquillo Municipio,18.367996,-65.709904
PR,72091,1804526,Manatí Municipio,18.444803,-66.493137
PR,72093,1804527,Maricao Municipio,18.173956,-66.935547
PR,72095,1804528,Maunabo Municipio,17.999786,-65.896403
PR,72097,1804529,Mayagüez Municipio,18.260656,-67.182623
PR,72099,1804530,Moca Municipio,18.377637,-67.079574
PR,72101,1804531,Morovis Municipio,18.319026,-66.420557
PR,72103,1804532,Naguabo Municipio,18.21107,-65.735749
PR,72105,1804533,Naranjito Municipio,18.289927,-66.25344
PR,72107,1804534,Orocovis Municipio,18.218733,-66.436899
PR,72109,1804535,Patillas Municipio,18.000311,-65.986642
PR,72111,1804536,Peñuelas Municipio,18.026618,-66.728125
PR,72113,1804537,Ponce Municipio,18.001717,-66.606662
PR,72115,1804538,Quebradillas Municipio,18.466357,-66.927603
PR,72117,1804539,Rincón Municipio,18.340562,-67.277302
PR,72119,1804540,Río Grande Municipio,18.376369,-65.798434
PR,72121,1804541,Sabana Grande Municipio,18.084361,-66.947667
PR,72123,1804542,Salinas Municipio,17.971485,-66.262252
PR,72125,1804543,San Germán Municipio,18.1078,-67.037263
PR,72127,1804544,San Juan Municipio,18.422363,-66.068093
PR,72129,1804545,San Lorenzo Municipio,18.147107,-65.976167
PR,72131,1804546,San Sebastián Municipio,18.331409,-66.970678
PR,72133,1804547,Santa Isabel Municipio,17.952922,-66.387588
PR,72135,1804548,Toa Alta Municipio,18.364556,-66.244669
PR,72137,1804549,Toa Baja Municipio,18.45691,-66.193193
PR,72139,1804550,Trujillo Alto Municipio,18.335387,-66.003787
PR,72141,1804551,Utuado Municipio,18.270865,-66.702989
PR,72143,1804552,Vega Alta Municipio,18.436163,-66.336673
PR,72145,1804553,Vega Baja Municipio,18.455128,-66.397883
PR,72147,1804554,Vieques Municipio,18.125418,-65.432474
PR,72149,1804555,Villalba Municipio,18.130718,-66.472244
PR,72151,1804556,Yabucoa Municipio,18.059858,-65.859871
PR,72153,1804557,Yauco Municipio,18.085669,-66.857901
